,date,rtgs_vol,rtgs_val,neft_vol,neft_val,aeps_vol,aeps_val,upi_vol,upi_val,imps_vol,imps_val,nach_credit_vol,nach_credit_val,nach_debit_vol,nach_debit_val,netc_vol,netc_val,bbps_vol,bbps_val,cts_vol,cts_val,nfs_through_atms_vol,nfs_through_atms_val,aeps_through_micro_atms_or_bcs_vol,aeps_through_micro_atms_or_bcs_val,credit_card_at_pos_and_e_commerce_vol,credit_card_at_pos_and_e_commerce_val,debit_card_at_pos_and_e_commerce_vol,debit_card_at_pos_and_e_commerce_val,ppis_card_at_pos_and_e_commerce_vol,ppis_card_at_pos_and_e_commerce_val,government_securities_clearing_vol,government_securities_clearing_val,forex_clearing_vol,forex_clearing_val,rupee_derivatives_vol,rupee_derivatives_val,credit_card_at_pos_vol,credit_card_at_pos_val,credit_card_at_e_commerce_vol,credit_card_at_e_commerce_val,debit_card_at_pos_vol,debit_card_at_pos_val,debit_card_at_e_commerce_vol,debit_card_at_e_commerce_val,ppis_card_at_pos_vol,ppis_card_at_pos_val,ppis_card_at_e_commerce_vol,ppis_card_at_e_commerce_val
807,17-08-2022,9.22,776686.67,158.65,148512.05,0.51,15.74,2134.04,36034.3,154.95,15613.17,105.74,4063.38,13.47,2195.65,84.25,126.92,33.08,667.13,36.32,30969.73,107.04,4303.38,38.55,979.28,,,,,,,0.06,712479,0.1,282178.1,0,16075,61.93,1941.43,55.54,2834.73,95.59,1997.28,55.19,975.82,2.41,40.77,3.74,82.18
808,18-08-2022,8.54,616253.4,165.03,111740.13,0.54,16.52,2145.22,35365.86,153,15094.98,79.45,12014.94,20.13,2853.67,85.3,133.36,31.97,633.5,28.24,25818.75,104.08,4113.82,38.83,975.58,,,,,,,0.08,712863.15,0.08,244626.59,0,35390,30.81,967.09,30.16,1901.97,56.19,1122.71,29.27,568.82,2.05,34.98,3.61,75.41
809,19-08-2022,4.64,468663.54,104.53,74025.23,0.57,17.42,2072.71,31204.93,144.43,12883.12,106.62,5029.21,14.03,1444.7,84.74,137.46,27.27,480.16,12.18,11539.46,97.45,3710.03,35.03,872.24,,,,,,,0.07,720614.63,0.1,274619.1,0,18305,30.09,948.77,30.33,2081.71,52.32,1055.77,28.68,530.77,1.82,32.89,3.17,65.49
810,20-08-2022,6.8,166824.37,105.06,59632.74,0.55,17.63,2103.98,33072.27,146.75,13414.27,86.95,2507.29,28.77,3529.44,91.53,138.94,28.44,567.41,24.95,22617.1,104.1,4100.46,33.66,866.16,,,,,,,0,9192.95,0,0,0,0,17.29,527.03,11.93,681.74,38.37,720.13,13.48,263.51,1.39,24.15,1.81,45.59
811,21-08-2022,0.54,4836.98,41.94,7956.89,0.56,16.05,2012.59,25174.59,127.69,8038.77,1.25,158.66,8.3,779.31,97.86,144.87,23.42,321.94,,,96.69,3389.5,28.74,683.85,,,,,,,,,,,,,39.56,1132.78,35.94,1404.16,55.37,1113.35,28.48,443.03,3.16,48.77,4.63,78.7
812,22-08-2022,8.58,534856.41,217.4,101163.17,0.65,20.12,2098.1,35304.68,151.19,15183.58,104.11,2790.37,30.51,2568.18,86.44,130.93,31.3,639.34,26.69,24306.71,99.25,3862.4,36.55,926.44,,,,,,,0.07,747209.69,0.09,262718.92,0.01,31105,46.27,1477.3,45.99,2331.69,72.47,1496.21,43.02,764.99,1.85,31.79,3.47,76.85
813,23-08-2022,8.16,459665.03,121.05,102074.9,0.64,20,2065.06,33735.52,146.54,14480.99,63.44,3698.53,11.15,1865.2,84.31,133.73,28.79,575.98,26,25554.24,96.13,3697.55,31.98,803.03,,,,,,,0.06,743316.84,0.07,211401.15,0,30760,28.94,967.01,30.79,1832.49,50.29,978.82,27.92,539.44,1.8,30.42,3.33,73.77
814,24-08-2022,7.76,481309.99,125.47,93817.85,0.7,21.85,2082.78,33988.13,144.34,14447.23,123.65,4246.44,13.27,1378.64,84.78,137.32,27.5,555.48,23.63,24413.12,96.66,3715.68,34.55,851.33,,,,,,,0.07,742386.03,0.1,244434.2,0.01,36109,29.02,988.35,25.52,1469.23,51.15,1009.48,25.77,479.33,1.74,31.57,3,68.55
815,25-08-2022,7.81,539896.07,123.36,112071.3,0.72,21.97,2106.28,34666.38,148.17,15051.46,126.17,5288.14,50.71,3136.75,85.56,141.82,27.77,590.9,24.21,24260.31,98.59,3822.6,34.8,865.84,,,,,,,0.07,739982.22,0.08,246443.77,0.01,47343,28.83,1008.54,40.94,2361.37,51.18,1029.07,30.13,605.7,1.76,32.03,3.59,85.96
816,26-08-2022,8.9,574259.06,130.71,117827.71,0.76,22.92,2051.4,32104.76,146.91,14826.52,201.31,9082.84,13.21,1645.07,87.86,145.64,25.5,518.5,23.67,23982.94,98.96,3809.88,33.66,842.7,,,,,,,0.07,732668.56,0.09,245887.97,0,30645,30.27,1015.91,31.82,1800.35,52.83,1038.59,28.59,538.15,1.86,32.91,3.19,67.97
817,27-08-2022,1.73,16735.76,62.28,18494.49,0.74,22.27,2146.53,31003.69,139.47,12146.04,63.85,1662.49,7.7,833.45,93.23,148.47,25.02,422.56,,,101.91,3943.49,32.13,808.97,,,,,,,,,,,,,30.38,931.07,27.8,1283.17,49.34,989.63,22.69,384.18,2.25,40.6,3.35,63.26
818,28-08-2022,0.53,4419.3,46.16,8335.24,0.7,17.67,2133.36,24581.62,125.42,8309.46,0.44,116.35,40.7,1421.77,90.99,144.27,22.32,266.09,,,96.56,3349.53,26.75,612.88,,,,,,,,,,,,,30.61,873.48,27.14,946.11,47.63,923.79,22.99,316.64,2.25,37.27,3.22,54.22
819,29-08-2022,10.43,723868.05,165.2,144868.24,0.86,23.86,2138.82,36565.66,155.55,16651.75,110.5,9944.95,20.54,2078.31,85.43,132.36,26.45,558.17,34.69,31476.41,104.07,4066.4,36.43,889.19,,,,,,,0.09,772662.16,0.09,243207.12,0,34890,44.81,1438.59,41.95,2496.89,71.55,1452.26,41.02,699.42,1.55,30.73,2.69,66.94
820,30-08-2022,9.83,843318.18,235.89,183516.94,0.81,22.93,2255.78,40909.83,164.06,19183.51,129.83,9860.66,10.7,2204.96,85.38,141.88,26.53,552.03,27.49,27744.3,114.15,4640.75,33.32,831.39,,,,,,,0.07,738101.7,0.16,1250261.25,0.01,41130,26.44,896.11,28.04,1808.89,51.37,988.68,25.63,538.97,1.55,28.25,2.77,70.13
821,31-08-2022,4.48,111882.59,140.15,87073.5,0.79,22.63,2165.48,36317.38,153.35,15708.92,96.88,2691.8,7.91,1244.06,80.49,137.92,24.71,474.36,9.95,10558.36,110.11,4483.4,30.87,779.49,,,,,,,,,,,,,24.58,815.53,32.06,1774.76,44.62,886.86,27.28,560.41,1.91,36.77,3.96,81.28
822,01-09-2022,7.74,613313.35,262.98,148408.51,0.36,14.52,2312.02,46102.69,177.58,20617.22,92.75,10560.18,25.78,3322.94,82.81,139.94,29.88,505.65,24.97,27385.69,117.79,5279.6,35.83,981.3,,,,,,,0.09,798756.87,0.11,330704.1,0,37905,32.36,1163.92,25.47,1777.26,60.83,1240.21,30.92,647.03,1.78,48.96,2.44,80.31
823,02-09-2022,7.61,575922.32,163.27,109162.25,0.36,14.01,2344.38,42755.56,168.38,18442.56,148.66,4624.14,132.37,7512.92,85.29,140.29,29.39,495.87,23.15,24617.86,121.69,5413.89,36.2,977.99,,,,,,,0.06,722477.45,0.11,324500.98,0,24655,27.55,1011.57,24.49,1715.98,55.81,1118.19,28.55,578.11,2.11,63.21,3.96,130.81
824,03-09-2022,6.21,165259.85,137.11,68900.55,0.35,13.22,2343.42,41387.77,161.17,16840.99,91.4,4749.37,54.11,3630.83,92.4,146.42,28.11,447.05,22.94,21916.67,122.89,5411.95,35.2,932.41,,,,,,,0,5485.89,0,0,0,0,35.97,1213.92,52.11,2917.78,60.77,1289.33,34.91,724.25,3.63,99.67,7.07,241.63
825,04-09-2022,0.58,5477.19,50.34,9679.11,0.27,9.52,2222.1,32092.83,145.36,11480.35,3.27,260.53,21.29,2209.68,91.04,143.21,24.3,307.16,,,109.9,4342.4,29.63,717.5,,,,,,,,,,,,,17,555.56,15.24,753.62,39.24,735.95,14.87,267.7,1.73,44.07,2.35,80.56
826,05-09-2022,8.08,485930.53,176.9,104607.52,0.4,13.71,2321.17,44581.11,174.16,18761.72,87.96,4782.69,165.51,15623.64,85.34,132.13,31.66,610.07,25.99,23133.05,116.22,4998.12,38.71,1001.1,,,,,,,0.06,685763.82,0,0,0,14075,49.4,1746.04,50.34,2945.42,82.31,1785.57,47.66,905.72,2.94,83.94,4.75,148.2
827,06-09-2022,7.83,551711.87,183.34,114795.54,0.39,13.9,2288.42,41284.01,163.24,17614.61,86.31,12135,35.6,3689.21,84.02,133.48,33.09,572.7,24.87,24936.46,116.14,4998.83,35.09,916.1,,,,,,,0.07,672426.37,0.19,436469.69,0,27885,36.41,1329.27,43.59,3005.95,63.59,1317.65,37.39,754.83,3.31,91.95,6.01,158.89
828,07-09-2022,7.57,469794.92,191.82,104395.3,0.4,14.28,2298.87,41648.13,167.09,17607.79,150.27,5121.44,68.04,6106.35,89.28,143.37,32.4,601.66,23.16,22804.2,120.62,5190.01,34.63,933.59,,,,,,,0.08,698511.83,0.08,223362.03,0,14135,28.21,1029.25,32.77,1964.17,55.74,1139.49,30.7,633.57,2.32,54.79,4.14,103.74
829,08-09-2022,7.27,475708.99,158.42,106308.4,0.41,14.54,2269.81,39016.03,159.74,15738.16,100.94,4076.93,36.49,3120.49,88.28,142.11,31.85,595.07,22.4,23602.17,116.5,5002.08,34.71,954.83,,,,,,,0.08,702259.74,0.09,269081.41,0.01,29985,27.77,1005.88,31.55,1956,52.83,1058.7,29.53,594.41,2.31,50.69,3.92,95.99
830,09-09-2022,7.48,557309.16,176.3,101535.57,0.43,15.31,2220.49,37027.98,156.41,15324.64,92.44,4137.08,24.16,2422.89,87.97,143.5,31.45,582.39,22.13,22595.53,116.44,4884.75,35,947.58,,,,,,,0.09,737633.87,0.09,270390.32,0,31500,28.71,990.46,31.45,1764.16,53.17,1075.98,28.75,548.06,2.33,47.43,3.78,83.3
831,10-09-2022,1.66,15639.11,71.99,18934.49,0.42,15.44,2249.38,36076.21,151,13296.22,24.4,1032.07,75.59,11789.9,89.27,138.97,30.34,564.89,,,117.42,4982.11,32.52,891.16,,,,,,,,,,,,,17.45,576.73,14.51,720.92,39.79,779.84,13.69,263.89,1.6,32.97,2.04,50.01
832,11-09-2022,0.45,4067.04,46.9,8952.94,0.38,12.53,2222.64,28818.13,138.48,9160.91,1.67,113.88,6.75,820.52,91.97,147.06,26.53,360.86,,,106.85,4107.38,27.43,700.33,,,,,,,,,,,,,37.82,1111.68,38.57,1529.99,55.11,1102.91,29.78,473.01,3.64,62.04,5.06,76.88
833,12-09-2022,9.7,593349.55,164.56,125751.93,0.49,16.53,2242.62,39419.29,167.05,16914.76,139.07,4890.14,52.95,3376.07,82.86,129.79,36.81,713.27,37.97,32152.69,113.72,4748.41,35.53,953.89,,,,,,,0.07,697862.65,0.08,254215.17,0,20495,48.47,1542.83,47.72,2418.79,79.34,1607.95,45.42,811.07,2.63,49.72,3.8,86.91
834,13-09-2022,8.23,515033.03,142.61,101352.36,0.52,18.04,2219.11,37206.64,160.9,15646.29,91.51,3859.43,13.33,1988.68,80.85,133.67,35.96,681.32,29.68,27460.18,110.64,4579.81,34.55,928.43,,,,,,,0.05,659463.21,0.09,227930.69,0,21095,27.42,900.9,32.63,2007.95,51.49,988.14,29.53,580.82,2.09,38.96,3.86,88.74
835,14-09-2022,7.95,500613.6,143.67,123820.5,0.51,17.56,2253.62,37938.12,154.01,15371.49,83.17,3269.58,13.61,1769.59,83.55,138.88,33.19,671.6,25.45,24157.52,108.88,4457.47,32.63,876.65,,,,,,,0.08,680883.81,0.09,209463.41,0.01,69765,27.71,900.77,32.45,2065.65,51.77,1000.95,29.55,563.35,2.13,41.45,3.77,87.75
836,15-09-2022,7.91,628994.46,137.39,117884.26,0.51,17.32,2245.68,37563.76,152.52,15309.55,255.21,5095.59,96.43,8352.35,83.73,140.97,34.07,709,25.41,23945.21,105.08,4265.28,32.87,847.44,,,,,,,0.07,664985.47,0.12,262008.72,0.01,42515,26.1,842.89,33.07,1813.79,48.7,955.19,29.33,563.04,2.05,41.17,3.76,87.47
837,16-09-2022,7.73,583607.17,148.28,101726.43,0.48,15.85,2255.26,36237.8,149.85,14364.8,67.92,3099.96,18.7,1845.53,85.38,143.05,31.35,627.19,23.42,22678.72,105.09,4159.32,34.64,845.03,,,,,,,0.07,697117.16,0.1,267805.89,0.01,42925,20.45,677.84,21.75,1261.05,43.45,839.41,21.45,420.3,1.38,32.32,2.3,68.78
838,17-09-2022,5.68,144276.61,106.35,55843.69,0.54,17.18,2267.25,33100.06,144.76,12513.12,84.16,2524.1,14.07,1462.21,86.87,141.7,27.81,544.5,20.32,19079.12,108.07,4178.7,33.5,811.77,,,,,,,0,15028.65,0,0,0,0,37.53,1155.42,38.65,1704.85,56.63,1166.35,29,506.34,3.36,61.93,4.88,85.97
839,18-09-2022,0.56,4885.04,51.39,8307.22,0.52,15.11,2140.49,25809.84,130.2,8155.28,5.35,209.51,7.95,992.6,84.14,138.1,24.17,331.62,,,100.31,3535.75,29.7,674.31,,,,,,,,,,,,,28.25,719.63,25.72,749.24,46.48,825.93,20.82,281.57,2.45,37.02,3.13,48.2
840,19-09-2022,8.42,640998.87,145.03,107612.09,0.58,18.32,2203.34,36275.55,151.79,15057.41,87.28,2498.85,9.13,1369.83,81.2,130.96,33.38,668.51,24.88,22044.45,102.53,3996.18,35,868.16,,,,,,,0.06,705617.72,0.1,291876.17,0,22320,49.17,1623.32,51.62,3560.69,75.61,1579.37,44.59,814.25,2.29,51.47,3.85,84.36
841,20-09-2022,7.99,637531.56,145.6,103278.11,0.66,21.45,2222.49,35652.81,151.76,14613.14,115.18,4093.26,37.18,4505.24,81.89,137.1,31.37,638.94,25.91,24144.31,101.4,3942.34,35.17,878.58,,,,,,,0.06,720681.5,0.09,276047.77,0.01,36105,28.14,924.29,27.21,1717.8,50.65,963.92,29.49,522.39,1.94,41.31,3.45,79.94
842,21-09-2022,7.42,520752.75,143.63,95938.54,0.68,21.48,2222.64,35651.91,149.21,14584.24,91.26,3584.25,17.63,2226.77,84.4,141.82,29.35,598.05,22.27,21772.99,99.92,3837.49,34.35,848.47,,,,,,,0.06,732621.82,0.09,323341.61,0.01,54327,28.88,964.18,43.71,2201.27,50.49,977.27,31.76,592.83,1.99,44.84,3.62,76.54
843,22-09-2022,7.66,576489.74,201.57,110889.48,0.69,21.04,2253.65,37245.02,144.74,14636.53,102.5,3571.76,20.52,2069.11,84.93,144.69,29.72,580.99,22.78,22325.32,96.19,3677.62,33.54,812.67,,,,,,,0.05,716585.82,0.1,327450.49,0.01,40495,20.65,723.61,19.4,1346.29,43.42,812.56,22.58,514.52,1.11,18.94,2.01,53.5
844,23-09-2022,8.14,662687.99,141.32,115622.8,0.75,22.78,2240.82,35202.31,144.21,14672.65,96.61,4936.89,16.02,1643.17,86.3,145.83,26.8,529.61,21.32,21106.82,95.93,3639.22,31.11,851.6,,,,,,,0.07,774878.07,0.1,305336.8,0.01,37775,37.38,1244.01,67.16,5431.73,56.32,1105.04,44.1,1328.25,2.46,36.38,4.96,96.07
845,24-09-2022,1.72,16214.77,68.02,19706.99,0.82,25.3,2254.85,33468.05,143.88,12501.56,67.2,901,23.92,566.89,92.34,149.74,24.58,417.21,,,104.22,4017,35.33,873.98,,,,,,,,,,,,,30.93,985.64,25.63,1312.29,48.74,974.24,23.81,523.99,2.2,34.16,3.03,52.67
846,25-09-2022,0.54,4607.86,46.08,8457.79,0.78,20.98,2224.62,26617.01,131.47,8479.13,1.98,433.8,10.32,1213.58,85.12,143.33,21.61,279.96,,,101.77,3512.67,29.49,679.56,,,,,,,,,,,,,31.28,913.8,56.79,3395.2,46.56,864.31,27.71,597.81,2.18,31.52,3.62,60.4
847,26-09-2022,9.59,738474.34,148.85,187010.2,0.83,24.12,2264.06,38681.13,156.96,16319.14,77.74,5004.45,26.84,2353.33,83.46,135.86,28.22,561.01,33.18,28800.67,103.19,4014.81,35.58,904.09,,,,,,,0.07,800233.11,0.15,384368.54,0.01,44245,49.92,1703.98,71.54,4413.83,73.24,1511.39,51.91,1113.85,1.87,31.16,3.54,73.48
848,27-09-2022,9.44,650625.16,141.56,129435.95,0.84,25.39,2243.49,37077.33,151.92,16286.11,79.25,5009.54,9.01,2198.66,86.24,142.49,28.14,562.7,29.25,30512.24,102.85,4082.22,31.95,872.41,,,,,,,0.06,792530.91,0.13,340156.73,0.01,34605,28.39,1025.33,31.42,1925.48,49.14,999.47,29.32,631.43,1.7,30.26,3.16,72.02
849,28-09-2022,8.71,686404.64,161.37,129762.05,0.81,24.48,2294.03,37494.05,150.58,16288.53,130.23,4941,51.44,2832.21,88.81,147.98,27.62,528.6,25.46,26983.71,102.77,4115.87,28.42,786.95,,,,,,,0.08,815667.57,0.12,334181.89,0,40342,30.52,1127.25,54.68,3249.89,52.17,1094.4,33.62,739.67,1.7,31.26,3.66,83.09
850,29-09-2022,8.94,731727.03,188.74,150365.89,0.75,23.54,2261.41,38173.16,154.02,17003.1,262.64,8971.54,15.55,1846.86,89.18,152.09,26.65,522.3,23.3,26579.85,105.61,4307.65,27.46,764.69,,,,,,,0.06,817552.59,0.12,334672.15,0.01,40145,29.41,1090.26,40.39,2598.83,50.99,1064.46,31.46,685.02,1.68,29.95,3,70.08
851,30-09-2022,9.48,1032228.63,287.05,234466.36,0.98,30.49,2405.86,46833.8,169.87,20849.31,82.9,9034.94,13.8,2527.64,92.61,156.21,30.3,640.48,23.63,25837.22,120.81,5248.21,39.22,1064.8,,,,,,,0.06,745437.37,0.2,1506116.12,0,34620,30.42,1139.73,41.35,2572.16,54.67,1157.87,33.46,828.99,1.72,31.74,3.3,75.04
852,01-10-2022,7.3,303196.13,257.43,125533.6,0.46,18.33,2586.47,50382.75,185.32,20445.68,105.98,7967.46,22.89,3260.17,103.8,166.56,30.43,477.65,21.29,24300.58,141.15,6489.44,38.79,1118.78,,,,,,,0,20915.49,0,0,0,0,29.51,1043.34,34.06,2171.54,53.67,1144.96,24.44,565.21,2.63,67.61,4,118.05
853,02-10-2022,0.68,6633.09,59.74,12545.3,0.42,15.96,2483.64,39039.52,156.6,13172.42,16.47,518.63,127.41,6233.68,99.51,154.81,26.2,337.95,,,126.7,5396.83,36.66,978.93,,,,,,,,,,,,,28.94,1015.36,38.33,1926.64,48.58,1103.15,24.04,484.74,2.63,65.64,4.07,118.98
854,03-10-2022,8.14,762550.62,199.87,125748.24,0.48,17.74,2480.21,47218.26,177.31,19480.96,61.67,2629.33,57.05,3765.42,86.35,135.59,31.39,538.37,22.85,23070.7,129.82,5720.34,41.22,1153.88,,,,,,,0.07,759605.6,0.12,386248.9,0,29520,49.08,1837.66,54.6,3445.35,83.08,1824.99,47.05,1043.46,2.56,68.17,3.98,133.01
855,04-10-2022,5.83,506586.44,155,92322.4,0.39,14.04,2396.9,42082.91,159.06,16711.27,43.94,3638.37,37.6,4219.16,85.21,134.42,29.31,487.64,17.97,18591.3,118.56,5011.52,33.49,917.5,,,,,,,0.06,716012.34,0.12,310330.63,0,23675,31.12,1152.98,36.97,2473.34,56.71,1156.57,29.27,631.03,2.47,63.16,3.99,119.22
856,05-10-2022,1,17122.91,79.24,20807.6,0.37,12.43,2272.01,34258.45,147.69,12491.73,75.05,759.29,147.29,14171.06,80.6,126.02,26.54,425.75,,,108.85,4262.52,31.99,781.76,,,,,,,,,,,,,25.83,974.4,29.04,1549.07,45.11,1018.55,21.88,455.25,2.59,65.92,3.83,90.9
857,06-10-2022,8.79,660284.79,177.06,143979,0.41,13.29,2331.47,41501.46,153.53,17249.13,68.79,2844.71,45.74,3942.66,85.29,127.37,36.02,629.61,32.02,30096.98,111.08,4827.32,31.01,836,,,,,,,0.07,731216.12,0.09,331469.53,0,26210,37.3,1506.36,42.88,2811.98,64.82,1384.18,37.13,771.86,2.41,58.55,3.78,90.51
858,07-10-2022,9.14,630520.93,228.97,135627.39,0.43,15.28,2329.71,41204.09,160.48,17747.72,89.63,3641.73,71.57,6489.99,90.17,138.03,34.02,588.5,27.85,26759,122,5346.84,36.35,1015.46,,,,,,,0.06,730257.8,0.11,313513.81,0.01,37475,27.84,1036.04,35.21,2189.18,55.48,1156.26,31.22,645.79,2.25,47.98,3.82,83.88
859,08-10-2022,2.09,20446.6,113.22,35420.25,0.46,16.72,2365.74,39710.25,152.12,14673.44,101.98,2802.51,30.82,2062.71,97.21,146.75,32.14,544.1,,,120.94,5272.31,36.58,1019.08,,,,,,,,,,,,,30.75,1058.15,31.02,1593.57,50.75,1082.88,25.19,503.5,2.85,56.13,3.91,75
860,09-10-2022,0.6,5112.67,55.37,12289.43,0.39,12.61,2290.61,32190.94,136.78,10155.26,6.57,518.39,7.4,632.48,97.61,148.59,27.21,360.27,,,106.99,4230.01,29.04,746.54,,,,,,,,,,,,,29.1,972.09,27.72,1184.15,47.01,983.81,20.85,352.11,2.75,49.78,3.01,45
861,10-10-2022,10.35,608029.7,207.73,128015.45,0.47,15.95,2410.02,47027.29,169.16,18487.23,213.03,8529.24,122.05,14798.97,87.42,135.17,37.88,746.06,39.82,34774.59,122.31,5365.11,38.43,1051.76,,,,,,,0.07,765630.05,0,0,0,30165,47.37,1724.28,52.16,3199.8,77.38,1702.06,45.19,911.14,2.39,45.89,3.53,62.73
862,11-10-2022,8.89,487849.98,170.33,114341.86,0.47,15.35,2434.91,43642.01,166.06,17399.6,140.45,4515.67,28.34,3250.29,85.3,140.49,35.21,678.78,33.35,30556.39,121.51,5279.18,38.87,1042.69,,,,,,,0.06,744258.99,0.2,446934.07,0,29835,28.69,1123.6,36.94,2204.27,52.69,1111.42,30.27,668.26,2.17,43.92,3.88,87.97
863,12-10-2022,8.38,503353.55,160.02,106724.73,0.43,14.74,2450.81,42412.68,164.32,16443.28,169.18,5196.18,18.76,2072.35,88.63,148.41,35.29,685.31,28.23,26501.95,122.15,5173.19,39.79,1018.72,,,,,,,0.06,777660.32,0.1,294032.36,0.01,27170,29.9,1162.06,27.42,1727.75,54.44,1167.98,29.29,599.56,2.19,40.86,3.54,71.72
864,13-10-2022,8.19,442838.02,154.1,109523.24,0.47,15.82,2399.86,40387.93,161.4,16146.34,144.86,5744.33,14.48,1874.14,84.13,147.03,34.79,652.26,25.44,25590.69,115.74,4769.82,38.99,992.33,,,,,,,0.06,767589,0.09,271024.64,0,17270,29.42,1181.7,32.16,1785.86,53.23,1139.06,28.04,580.97,2.16,40.88,3.65,77.26
865,14-10-2022,8.38,625796.66,149.57,108254.45,0.46,16.05,2352.74,38748.95,153.47,15388.12,137.39,4305.07,15.01,2178.15,91.3,154.43,32.71,648.1,24.4,24905.09,107.06,4437.75,34.96,922.41,,,,,,,0.05,763055.04,0.11,306923.28,0,27935,21.69,908.48,24.21,1424.54,46.32,976.15,22.89,476,1.36,25.67,2.6,59.32
866,15-10-2022,7.01,208517.73,128.31,70873.95,0.48,16.49,2416.34,39499.74,155.21,14668.57,74.93,9633.49,86.41,7789.13,97.35,160.57,32.97,610.69,24.85,23485.31,117.21,4915.56,33.7,892.16,,,,,,,0,22144.65,0,0,0,0,27.33,968.72,39.29,2028,49.66,1092.45,24.14,513.19,2.33,42.53,3.99,77.38
867,16-10-2022,0.69,6162.68,54.56,10848.04,0.46,14.43,2384.85,31327.83,141.73,9084.63,29.46,904.85,7.52,506.56,96.27,158.75,28.19,371.2,,,109.75,4184.05,28.29,717.15,,,,,,,,,,,,,46.52,1578.44,45,1835.34,64.16,1519.95,28.77,501.76,3.81,68.56,4.84,68.79
868,17-10-2022,9.29,566183.16,163.01,110481.72,0.63,19.72,2357.07,40125.1,162.8,16489.7,845.89,19906.5,18.72,1838.2,86.93,143.95,35.74,705.3,29.25,26293.98,112.58,4602.49,41.01,1057.21,,,,,,,0.05,767520.38,0.11,326067.58,0.01,35480,51.88,2014.05,48.47,2429.14,80.46,1837.3,42.36,818.43,2.27,41.7,3.92,77.81
869,18-10-2022,8.95,523960.2,203.38,111931.12,0.71,20.05,2402.64,39917.14,157.02,15489.55,115.86,4263.26,14.99,2399.09,90.04,154.39,34.68,676.08,28.47,27711.54,114.56,4651.74,47.16,1152.56,,,,,,,0.07,789922.51,0.1,297550.1,0.01,32285,30.57,1252.31,38.79,2236.37,55.02,1214.89,29.6,619.27,1.94,37.46,3.76,79.37
870,19-10-2022,9.22,486460.69,204.32,118427.4,0.73,21.27,2458.66,40856.85,160.04,16221.96,132.06,6635.38,10.36,1757.06,92.44,157.6,33.26,639.54,27.83,27585.45,117,4828.31,44.61,1117.32,,,,,,,0.06,786730.97,0.08,262206.71,0.01,30940,32.55,2023.97,36.64,2150.57,57.72,1307.89,28.99,607.55,2.08,39.66,3.76,78.4
871,20-10-2022,9.75,529686.49,219.33,139804.58,0.8,24.04,2427.04,42218.85,166.55,17374.44,118.4,8517.29,46.09,4449.67,95.74,161.69,32.47,697.15,29.43,28077.32,122.26,5143.27,44.25,1151.2,,,,,,,0.06,742897.24,0.11,290089.1,0,33542.5,34.92,1524.68,37.82,2207.71,59.71,1382.04,29.87,634.18,2.24,44.94,3.87,86.83
872,21-10-2022,11.49,704003.7,288.71,166885.09,0.84,27.45,2514,44598.12,176.39,18988.08,121.29,8979.49,32.69,3007.82,102.68,167.91,32.09,647.16,26.9,28988.2,134.72,5876.06,47.15,1288.29,,,,,,,0.06,772602.12,0.09,286629.49,0,32181,37.81,1600.51,36.1,2223.19,63.11,1509.67,28.25,588.03,2.34,45.81,3.15,61.82
873,22-10-2022,2.17,20853.26,93.6,27825.06,1.21,41.52,2608.12,44832.58,181.21,16664.7,51.18,2964.44,35.49,1278.35,111.14,169.07,28.32,480.95,,,151.99,6795.5,56.85,1589.6,,,,,,,,,,,,,21.17,918.81,17.4,1059.18,47.33,1287.02,14.9,322.59,1.53,32.73,1.98,40.89
874,23-10-2022,0.78,6785.27,59.54,11893.58,1.1,34.14,2520.11,36622.22,165.68,11182.81,23.89,572.45,3,247.91,90.72,142.38,23.41,268.42,,,134.17,5442.78,44.07,1159.74,,,,,,,,,,,,,55.26,2242.6,40.47,1868.29,73.37,2203.06,27.36,495.01,4.08,81.1,3.78,46.19
875,24-10-2022,0.8,19683.71,85.65,19735.59,1.1,28.23,2233.28,27690.79,141.39,8215.49,0.87,122.07,5.03,499.4,56.78,91.39,17.53,210.56,,,108.38,3897.69,39.73,945.78,,,,,,,,,,,,,24.53,816.44,21.54,926.96,38.95,831.33,15.73,265.63,1.81,29.44,2.01,22.29
876,25-10-2022,5.95,548817.67,124.32,102457.83,0.77,20.73,1988.31,29351.82,129.53,11547.99,59.7,5120.16,32.73,3286.74,64.1,91.49,26.32,419.01,27.61,27175.81,86.3,3227.44,29.64,763.6,,,,,,,0.06,781496.59,0.12,329749.07,0,18805,63.29,2357.9,54.94,2771.19,86.43,2146.32,45.8,814.46,1.89,30.4,2.63,53.66
877,26-10-2022,4.29,110404.53,89.6,55608.77,0.93,25.72,2144.52,32555.4,138.09,12240.6,67.4,3757.61,8.41,1438.13,85.98,114.86,26.51,433.04,12.21,11802.29,106.38,4004.93,36.38,934.81,,,,,,,,,,,,,26.07,888.96,23.95,1140.96,43.15,900.18,18.14,352.09,1.83,33.61,2.58,46.37
878,27-10-2022,6.73,639610.41,114.32,101822.34,0.93,26.25,2149.57,34451.97,138.5,13866.03,58.55,5843.63,10.34,1705.09,97.02,133.49,30.49,522.63,21.02,20089.56,99.9,3886.07,35.37,927.93,,,,,,,0.05,797210.97,0.11,341865.54,0,25280,38.24,1366.61,38.34,2024.45,58.62,1224.92,32.95,620.04,1.78,34.8,3.11,94.04
